,Number,Name,Position,Age,Height,Weight,Experience,College
32,78,Ryan Kelly,C,24,6-4,309,3,Alabama
33,72,Mike Person,C,29,6-4,300,8,Montana State
34,69,Deyshawn Bond,G,23,6-1,299,2,Cincinnati
35,64,Mark Glowinski,G,25,6-4,310,4,West Virginia
36,63,Isaiah Williams,G,24,6-3,306,1,Akron
37,65,Tyreek Burwell,OT,25,6-6,310,4,Cincinnati
38,74,Anthony Castonzo,OT,29,6-7,311,8,Boston College
39,62,Le'Raven Clark,OT,24,6-5,311,3,Texas Tech
40,71,Denzelle Good,OT,26,6-5,345,4,Mars Hill
41,73,Joe Haeg,OT,24,6-6,305,3,North Dakota State
42,75,Jack Mewhort,OT,26,6-6,305,5,Ohio State
43,67,Jeremy Vujnovich,OT,27,6-5,300,2,Louisiana College
46,92,Margus Hunt,DE,30,6-8,298,6,SMU
47,97,Anthony Johnson,DE,25,6-2,295,4,LSU
48,96,Henry Anderson,DT,26,6-6,301,4,Stanford
49,54,Johnathan Calvin,DT,24,6-3,266,1,Mississippi State
50,95,Johnathan Hankins,DT,25,6-2,325,6,Ohio State
51,94,Joey Mbu,DT,24,6-3,323,2,Houston
52,68,Caraun Reid,DT,26,6-2,298,5,Princeton
53,91,Hassan Ridgeway,DT,23,6-3,318,3,Texas
54,90,Grover Stewart,DT,24,6-4,333,2,Albany State (GA)
55,99,Al Woods,NT,30,6-4,330,9,LSU
56,58,Tarell Basham,LB,23,6-4,266,2,Ohio
57,57,Jon Bostic,LB,26,6-1,245,6,Florida
58,59,Jeremiah George,LB,26,5-11,234,4,Iowa State
59,56,Jermaine Grace,LB,24,6-1,223,2,Miami
60,55,Arthur Miley,LB,24,6-6,270,2,Southern
61,52,Barkevious Mingo,LB,27,6-4,239,6,LSU
62,44,Antonio Morrison,LB,23,6-1,241,3,Florida
63,49,Joshua Perry,LB,23,6-4,253,2,Ohio State
64,01,Darnell Sankey,LB,23,6-0,250,2,Sacramento State
65,93,Jabaal Sheard,LB,28,6-3,265,8,Pittsburgh
66,51,John Simon,LB,27,6-1,250,6,Ohio State
67,50,Anthony Walker,LB,22,6-1,242,2,Northwestern
68,35,Pierre Desir,CB,27,6-2,198,5,Lindenwood
69,27,Nate Hairston,CB,23,6-0,195,2,Temple
70,30,Rashaan Melvin,CB,28,6-2,196,6,Northern Illinois
71,28,Chris Milton,CB,25,5-11,196,3,Georgia Tech
72,42,Kenny Moore II,CB,22,5-9,179,2,Valdosta State
73,37,D.J. White,CB,24,5-11,193,3,Georgia Tech
74,31,Quincy Wilson,CB,21,6-0,206,2,Florida
75,20,Darius Butler,S,31,5-10,192,10,Connecticut
76,41,Matthias Farley,S,25,5-11,209,3,Notre Dame
77,26,Clayton Geathers,S,25,6-2,220,4,UCF
78,32,T.J. Green,S,22,6-3,211,3,Clemson
79,29,Malik Hooker,S,21,6-2,212,2,Ohio State
80,40,Ronald Martin,S,24,6-2,220,2,LSU
83,4,Adam Vinatieri,PK,45,6-0,212,23,South Dakota State
84,2,Rigoberto Sanchez,P,23,5-11,195,2,Hawai'i
85,46,Luke Rhodes,LS,25,6-2,238,2,William & Mary
0,5,Blake Bortles,QB,25,6-5,236,5,UCF
1,7,Chad Henne,QB,32,6-3,222,11,Michigan
2,41,Tim Cook,RB,23,6-0,242,1,Oregon State
3,27,Leonard Fournette,RB,23,6-0,228,2,LSU
4,30,Corey Grant,RB,26,5-11,203,4,Auburn
5,33,Chris Ivory,RB,29,6-0,223,9,Tiffin University
6,38,Brandon Wilds,RB,24,6-0,220,1,South Carolina
7,24,T.J. Yeldon,RB,24,6-1,223,4,Alabama
8,40,Tommy Bohanon,FB,27,6-1,246,5,Wake Forest
9,--,Lamar Atkins,WR,23,5-11,216,R,Louisville
10,17,Arrelious Benn,WR,29,6-2,228,8,Illinois
11,84,Keelan Cole,WR,24,6-1,194,2,Kentucky Wesleyan
12,13,Rashad Greene Sr.,WR,25,5-11,186,4,Florida State
13,88,Allen Hurns,WR,26,6-3,201,5,Miami
14,11,Marqise Lee,WR,26,6-0,196,5,USC
15,85,Jaydon Mickens,WR,23,5-10,175,2,Washington
16,15,Allen Robinson,WR,24,6-3,211,5,Penn State
17,16,Tevaun Smith,WR,25,6-2,197,1,Iowa
18,10,Jaelen Strong,WR,24,6-2,220,4,Arizona State
19,12,Dede Westbrook,WR,24,5-11,178,2,Oklahoma
20,86,David Grinnage,TE,23,6-5,265,1,NC State
21,83,Ben Koyack,TE,24,6-5,258,3,Notre Dame
22,89,Marcedes Lewis,TE,33,6-6,267,13,UCLA
23,80,James O'Shaughnessy,TE,26,6-4,245,4,Illinois State
24,81,Mychal Rivera,TE,27,6-3,245,6,Tennessee
25,65,Brandon Linder,C,26,6-6,315,5,Miami
26,60,A.J. Cann,G,26,6-3,325,4,South Carolina
27,77,Patrick Omameh,G,28,6-4,327,6,Michigan
28,64,Chris Reed,G,25,6-5,310,3,Minnesota State
29,69,Tyler Shatley,G,26,6-3,310,4,Clemson
30,70,Brandon Thomas,G,26,6-3,317,2,Clemson
31,73,Josh Walker,G,26,6-5,330,4,Middle Tennessee
32,66,Avery Gennesy,OL,24,6-5,318,1,Texas A&M
33,78,Jermey Parnell,OT,31,6-6,326,8,Ole Miss
34,75,William Poehls,OT,26,6-8,344,2,Montana
35,74,Cam Robinson,OT,22,6-6,320,2,Alabama
36,72,Josh Wells,OT,26,6-6,306,4,James Madison
39,93,Calais Campbell,DE,31,6-8,300,11,Miami
40,79,Hunter Dimick,DE,24,6-3,268,1,Utah
41,56,Dante Fowler Jr.,DE,23,6-3,255,4,Florida
42,91,Yannick Ngakoue,DE,22,6-2,246,3,Maryland
43,59,Carroll Phillips,DE,25,6-3,242,1,Illinois
44,94,Dawuane Smoot,DE,22,6-3,264,2,Illinois
45,54,Eli Ankou,DT,23,6-3,325,2,UCLA
46,96,Michael Bennett,DT,24,6-2,287,4,Ohio State
47,99,Marcell Dareus,DT,27,6-3,331,8,Alabama
48,97,Malik Jackson,DT,28,6-5,290,7,Tennessee
49,95,Abry Jones,DT,26,6-4,318,6,Georgia
50,67,Kapron Lewis-Moore,DL,28,6-4,315,4,Notre Dame
51,53,Blair Brown,LB,23,5-11,238,2,Ohio
52,57,Brooks Ellis,LB,23,6-2,245,1,Arkansas
53,44,Myles Jack,LB,22,6-1,244,3,UCLA
54,58,Deon King,LB,24,6-2,220,3,Norfolk State
55,55,Lerentee McCray,LB,27,6-3,249,6,Florida
56,52,Donald Payne,LB,23,5-11,217,2,Stetson
57,51,Paul Posluszny,LB,33,6-2,232,12,Penn State
58,50,Telvin Smith,LB,26,6-3,215,5,Florida State
59,21,A.J. Bouye,CB,26,6-0,191,6,UCF
60,22,Aaron Colvin,CB,26,6-0,193,5,Oklahoma
61,32,Dexter McDougle,CB,26,5-10,195,5,Maryland
62,31,Jalen Myrick,CB,22,5-10,200,2,Minnesota
63,23,Tyler Patmon,CB,27,5-10,188,4,Oklahoma State
64,20,Jalen Ramsey,CB,23,6-1,208,3,Florida State
65,29,Sammy Seamster,CB,27,6-0,205,2,Middle Tennessee
66,42,Barry Church,S,29,6-2,218,9,Toledo
67,39,Tashaun Gipson,S,27,5-11,212,7,Wyoming
68,34,Charlie Miller,S,23,6-0,174,1,Dartmouth
69,25,Peyton Thompson,S,27,5-10,184,4,San Jose State
70,26,Jarrod Wilson,S,24,6-2,210,3,Michigan
73,4,Josh Lambo,PK,27,6-0,215,4,Texas A&M
74,3,Brad Nortman,P,28,6-2,214,7,Wisconsin
75,49,Colin Holba,LS,23,6-4,248,2,Louisville
76,43,Matt Overton,LS,32,6-1,243,7,Western Washington
77,46,Carson Tinker,LS,28,6-0,237,6,Alabama
0,16,Matt Cassel,QB,35,6-4,228,14,USC
1,5,Tyler Ferguson,QB,24,6-2,224,1,Western Kentucky
2,8,Marcus Mariota,QB,24,6-4,222,4,Oregon
3,11,Alex Tanney,QB,30,6-4,220,3,Monmouth (IL)
4,3,Brandon Weeden,QB,34,6-3,230,7,Oklahoma State
5,32,David Fluellen,RB,26,5-11,224,2,Toledo
6,22,Derrick Henry,RB,24,6-3,247,3,Alabama
7,28,Khalfani Muhammad,RB,23,5-7,174,1,California
8,29,DeMarco Murray,RB,29,6-1,220,8,Oklahoma
9,84,Corey Davis,WR,23,6-3,209,2,Western Michigan
10,87,Eric Decker,WR,30,6-3,214,9,Minnesota
11,83,Harry Douglas,WR,33,6-0,183,11,Louisville
12,15,Darius Jennings,WR,25,5-10,180,2,Virginia
13,18,Rishard Matthews,WR,28,6-0,217,7,Nevada
14,17,Zach Pascal,WR,23,6-2,219,1,Old Dominion
15,19,Tajae Sharpe,WR,23,6-2,194,3,UMass
16,13,Taywan Taylor,WR,22,5-11,203,2,Western Kentucky
17,14,Eric Weems,WR,32,5-9,195,11,Bethune-Cookman
18,85,Tim Semisch,TE,26,6-8,275,1,Northern Illinois
19,81,Jonnu Smith,TE,22,6-3,248,2,Florida Intl
20,88,Luke Stocker,TE,29,6-5,253,8,Tennessee
21,89,Phillip Supernaw,TE,28,6-5,255,5,Ouachita Baptist
22,82,Delanie Walker,TE,33,6-2,248,13,Central Missouri State
23,60,Ben Jones,C,28,6-3,308,7,Georgia
24,62,Brian Schwenke,C,26,6-3,318,6,California
25,71,Dennis Kelly,G,28,6-8,321,7,Purdue
26,64,Josh Kline,G,28,6-3,300,6,Kent State
27,61,Corey Levin,G,23,6-4,307,2,Chattanooga
28,67,Quinton Spain,G,26,6-4,330,4,West Virginia
29,68,Cody Wichmann,G,25,6-5,325,3,Fresno State
30,78,Jack Conklin,OT,23,6-6,308,3,Michigan State
31,77,Taylor Lewan,OT,26,6-7,309,5,Michigan
32,69,Tyler Marz,OT,25,6-7,316,2,Wisconsin
35,90,DaQuan Jones,DE,26,6-4,322,5,Penn State
36,95,David King,DE,28,6-4,281,3,Oklahoma
37,97,Karl Klug,DE,29,6-3,278,8,Iowa
38,86,Johnny Maxey,DE,24,6-5,283,1,Mars Hill
39,72,Julius Warmsley,DE,27,6-2,297,2,Tulane
40,99,Jurrell Casey,DT,28,6-1,305,8,USC
41,94,Austin Johnson,NT,23,6-4,314,3,Penn State
42,96,Sylvester Williams,NT,29,6-2,313,6,North Carolina
43,75,Antwaun Woods,NT,25,6-1,318,1,USC
44,53,Daren Bates,LB,27,5-11,225,6,Auburn
45,55,Jayon Brown,LB,22,5-11,226,2,UCLA
46,44,Josh Carraway,LB,23,6-3,242,2,TCU
47,92,Kevin Dodd,LB,25,6-5,277,3,Clemson
48,91,Derrick Morgan,LB,29,6-4,261,9,Georgia Tech
49,51,Victor Ochi,LB,24,6-1,242,2,Stony Brook
50,98,Brian Orakpo,LB,31,6-4,257,10,Texas
51,50,Nate Palmer,LB,28,6-2,248,6,Illinois State
52,93,Erik Walden,LB,32,6-2,250,11,Middle Tennessee
53,52,Aaron Wallace,LB,24,6-2,242,3,UCLA
54,54,Avery Williamson,LB,25,6-1,246,5,Kentucky
55,59,Wesley Woodyard,LB,31,6-0,233,11,Kentucky
56,39,Jeremy Boykins,CB,22,6-1,183,1,UCF
57,20,Demontre Hurst,CB,26,5-10,191,4,Oklahoma
58,25,Adoree' Jackson,CB,22,5-11,185,2,USC
59,23,Brice McCain,CB,31,5-9,190,10,Utah
60,24,Kalan Reed,CB,24,5-11,192,2,Southern Mississippi
61,35,Curtis Riley,CB,25,6-0,190,4,Fresno State
62,26,Logan Ryan,CB,27,5-11,195,6,Rutgers
63,36,LeShaun Sims,CB,24,6-0,203,3,Southern Utah
64,33,Tye Smith,CB,24,6-0,195,3,Towson
65,31,Kevin Byard,S,24,5-11,212,3,Middle Tennessee
66,37,Johnathan Cyprien,S,27,6-0,223,6,Florida Intl
67,42,Denzel Johnson,S,23,6-0,198,1,TCU
68,21,Da'Norris Searcy,S,29,5-11,207,8,North Carolina
69,41,Brynden Trawick,S,28,6-2,225,6,Troy
72,4,Ryan Succop,PK,31,6-2,218,10,South Carolina
73,6,Brett Kern,P,31,6-2,214,11,Toledo
74,48,Beau Brinkley,LS,28,6-4,260,7,Missouri
